Old Ref ID,Ref ID,Record Last Updated (dd/mm/yyyy),Operator (or Applicant),Site Name,Technology Type,Storage Type,Storage Co-location REPD Ref ID,Installed Capacity (MWelec),CHP Enabled,RO Banding (ROC/MWh),FiT Tariff (p/kWh),CfD Capacity (MW),CfD Allocation Round,Turbine Capacity (MW),No. of Turbines,Height of Turbines (m),Mounting Type for Solar,Development Status,Development Status (short),Are they re-applying (New REPD Ref),Are they re-applying (Old REPD Ref) ,Address,County,Region,Country,Post Code,X-coordinate,Y-coordinate,Planning Authority,Planning Application Reference,Appeal Reference,Secretary of State Reference,Type of Secretary of State Intervention,Judicial Review,Offshore Wind Round,Planning Application Submitted,Planning Application Withdrawn,Planning Permission Refused,Appeal Lodged,Appeal Withdrawn,Appeal Refused,Appeal Granted,Planning Permission Granted,Secretary of State - Intervened,Secretary of State - Refusal,Secretary of State - Granted,Planning Permission Expired,Under Construction,Operational,Heat Network Ref,lat,long,status,mw
,7632,12/01/2022,Arlington Energy,Gipsy Lane,Battery,Stand-alone Storage,,20,No,,,,,,,,,Under Construction,Under Construction,,,"Land Rear Of The Royal Toby Ho, Manchester Road, Rochdale",Greater Manchester,North West,England,OL11 3HF,388277,411246,Rochdale Metropolitan Borough Council,19/01147/FUL,,,,,,05/11/2019,,,,,,,20/03/2020,,,,20/03/2023,01/07/2021,,,53.597651,-2.178606,construction,20
,7663,20/05/2022,Thrive Renewables,Feeder Road,Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Adjacent To St Philip's Marsh, Feeder Road, Land Off, Bristol, Avon",Avon,South West,England,BS2 0TH,360828,172208,Bristol City Council,19/04841/F,,,,,,03/10/2019,,,,,,,27/05/2020,,,,27/05/2023,,,,51.447495,-2.565063,planning,20
,7675,30/09/2020,ScottishPower Renewables,East Ballochy,Battery,Co-located with RE,7674,10,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,1882,"Field 400M SE Of East Ballochy, East Ballochy, Montrose, Tayside",Angus,Scotland,Scotland,DD10 9LP,367035,761826,Angus Council,20/00019/FULM,,,,,,27/01/2020,,,,,,,15/09/2020,,,,15/09/2023,,,,56.746891,-2.540601,planning,10
,7684,16/02/2022,Infinite Energy Renewables,Energy Centre Royal Mint,Battery,Co-located with fossil fuel plant,,20,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Royal Mint, Llantrisant, Pontyclun, Mid Glamorgan",Rhondda Cynon Taff,Wales,Wales,CF72 8YT,303676,184935,Rhondda Cynon Taff County Borough Council,19/1007/10,,,,,,23/09/2019,,,,,,,09/12/2019,,,,09/12/2024,,,,51.555048,-3.390758,planning,20
,7688,29/04/2020,Harmony Energy,Holes Bay,Battery,Stand-alone Storage,,15,,,,,,,,,,Under Construction,Under Construction,,,"Land at Sterte Avenue West, Poole",Dorset,South West,England,BH15 2AL,400787,91856,Poole Borough Council,APP/17/00186/F,,,,,,08/02/2017,,,,,,,14/01/2020,,,,14/01/2023,01/01/2020,,,50.726324,-1.990215,construction,15
,7696,26/05/2022,Thurrock Power,Thurrock Flexible Generation Plant,Battery,Co-located with fossil fuel plant,,150,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Thurrock Flexible Generation Plant Fort Road Tilbury,Essex,Eastern,England,RM18 8UJ,565711,175889,The Planning Inspectorate - National Infrastructure,EN010092,,,,,,10/06/2020,,,,,,,16/02/2022,,,,16/02/2027,,,,51.457726,0.383815,planning,150
,7726,15/09/2022,Renewable Energy Systems (RES),Churchtown Solar Farm Battery Storage,Battery,Stand-alone Storage,,18,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Churchtown Solar Farm, Nanterrow Lane, Connor Downs, Hayle, ",Cornwall,South West,England,TR27 5BP,159964,40457,Cornwall Council,PA19/09903,,,,,,04/12/2019,,,,,,,19/03/2020,,,,19/03/2023,,,,50.215312,-5.365968,planning,18
,7737,06/10/2021,Harmony Energy Storage,Rye Common,Battery,Stand-alone Storage,,49.5,No,,,,,,,,,Appeal Granted,Awaiting Construction,,,"Street Record, Rye Common Lane, Crondall, Farnham, ",Hampshire,South East,England,GU10 5DD,478485,150474,Hart District Council,20/00651/FUL,PP-08735792,,,,,12/03/2020,,01/05/2020,22/02/2021,,,28/09/2021,28/09/2021,,,,28/09/2024,,,,51.248047,-0.87689,planning,49
,7740,17/05/2022,Arenko Cleantech,Lister Drive,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Under Construction,Under Construction,,,"Land Adjacent to Lister Drive, Carnegie Road, Liverpool, ",Merseyside,North West,England,L13 7HY,338451,391858,Liverpool City Council,20F/0335,,,,,,28/01/2020,,,,,,,13/03/2020,,,,13/03/2023,01/05/2021,,,53.419914,-2.927592,construction,49
,7746,15/09/2021,Eco-Economix,Basing Road,Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Land At, Basing Road, Old Basing, Basingstoke, ",Hampshire,South East,England,RG24 7AL,465530,152602,Basingstoke and Deane Borough Council,21/02412/FUL,,,,,,20/07/2021,,,,,,,,,,,,,,,51.268813,-1.062084,planning,20
,7764,30/06/2020,Intelligent Land Investments (ILI),Fordtown Energy Storage ,Battery,Stand-alone Storage,,29.9,,,,,,,,,,Revised,Revised,10239,7234,"Fordtown, Kintore, Inverurie",Aberdeenshire,Scotland,Scotland,AB51 0XJ,377990,814576,Aberdeenshire Council,ENQ/2020/0261,,,,,,26/02/2020,,,,,,,17/03/2020,,,,,,,,57.221396,-2.366114,planning,29
,7772,23/09/2020,Statkraft UK,Liverpool Energy Management Facility,Battery,Stand-alone Storage,,49.9,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land To The South Of, Carnegie Road, Liverpool,",Merseyside,North West,England,L13 7HY,338451,391858,Liverpool City Council,20F/0550,,,,,,21/02/2020,,,,,,,17/06/2020,,,,17/06/2023,,,,53.419914,-2.927592,planning,49
,7773,01/11/2021,Penso Power,Stonehill Energy Storage,Battery,Stand-alone Storage,,50,No,,,,,,,,,Operational,Operational,,,"Land Adjacent To Electricity S, Stonehill, Charlton, Malmesbury,",Wiltshire,South West,England,SN16 9RP,399819,189611,Wiltshire Council,19/11460/FUL,,,,,,29/11/2019,,,,,,,24/02/2020,,,,,09/06/2021,09/10/2021,,51.605336,-2.004009,operation,50
,7780,07/02/2021,Anesco,Newton Wood Farm,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Newton Wood Farm, Newtonwood Lane, Newton, Alfreton, Derbyshire",Derbyshire,East Midlands,England,DE55 5SG,445457,360430,Bolsover District Council,20/00202/FUL,,,,,,27/05/2020,,,,,,,28/10/2020,,,,28/10/2023,,,,53.139091,-1.321937,planning,49
,7800,30/06/2020,Shaw Energy,Hawthorne Road,Battery,Stand-alone Storage,,40,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"491 Linacre Lane, Bootle, Merseyside",Merseyside,North West,England,L20 5AL,334606,396285,Sefton Council,DC/2020/00085,,,,,,29/01/2020,,,,,,,14/04/2020,,,,14/04/2023,,,,53.459236,-2.986359,planning,40
,7804,31/03/2020,Scottish Power Renewables,Clauchrie Windfarm Battery,Battery,Co-located with RE,7206,25,,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Clauchrie Windfarm, 6KM North-East Of, Barhill, Newton Stewart, Dumfries and Galloway",Dumfries and Galloway,Scotland,Scotland,DG8,229552,588722,Scottish Government (S36),ECU00002001,,,,,,18/12/2019,,,,,,,,,,,,,,,55.163369,-4.677241,planning,25
,7820,12/08/2020,Coriolis Energy,Manor Farm,Battery,Stand-alone Storage,,26,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Manor Farm, Newgate Lane, Londonthorpe, Grantham, Lincolnshire",Lincolnshire,East Midlands,England,NG31 9RY,495062,337504,South Kesteven District Council,S19/0181,,,,,,28/01/2019,,,,,,,04/06/2019,,,,04/06/2022,,,,52.926541,-0.587345,planning,26
,7827,07/02/2021,ENGIE Renewables,Mauxhall Farm,Battery,Co-located with RE,7826,24,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Mauxhall Farm, Immingham Road, Stallingborough, Grimsby, Humberside",Humberside,Yorkshire and Humber,England,DN41 8BS,519206,413210,North East Lincolnshire Council,DM/1145/19/FUL,,,,,,17/12/2019,,,,,,,06/11/2020,,,,06/11/2023,,,,53.601904,-0.200019,planning,24
,7828,30/09/2020,Balanced Grid Solutions,Titchfield Lane,Battery,Stand-alone Storage,,49,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land South Of Ash Farm, Titchfield Lane, Wickham, Fareham, Hampshire",Hampshire,South East,England,PO15 6DY,455282,109603,Winchester City Council,19/02710/FUL,,,,,,04/12/2019,,,,,,,20/08/2020,,,,20/08/2023,,,,50.883281,-1.215524,planning,49
,7832,05/01/2023,Noriker Power,Welkin Mill,Battery,Stand-alone Storage,,49.9,,,,,,,,,,Revised,Revised,8055,,"Welkin Mill, Welkin Road, Bredbury, Stockport, Greater Manchester",Greater Manchester,North West,England,SK6 2BH,391076,391375,Stockport Metropolitan Borough Council,DC/075050,,,,,,23/12/2019,28/05/2020,,,,,,,,,,,,,,53.419099,-2.135741,planning,49
,7882,18/11/2021,ScottishPower Renewables,Arecleoch Wind Farm (extension),Battery,Co-located with RE,7881,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land 2km south west of Barrhill, South Ayrshire",South Ayrshire,Scotland,Scotland,KA26 0PP,221500,578500,Scottish Government (S36),ECU00001864,,,,,,12/06/2019,,,,,,,16/11/2021,,,,16/11/2027,,,,55.068785,-4.797054,planning,20
,7885,11/11/2022,Pivot Power,Coventry National Grid Substation,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Under Construction,Under Construction,,,"National Grid Substation, Parrotts Grove, Coventry, West Midlands",West Midlands,West Midlands,England,CV2 1NQ,436499,284182,Coventry City Council,FUL/2020/1476,,,,,,02/07/2020,,,,,,,22/01/2021,,,,22/01/2024,01/07/2022,,,52.454379,-1.464323,construction,49
,7906,30/09/2020,UK Power Networks,Reach Road,Battery,Co-located with RE,,49.9,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Armtrac, 70 Reach Road, Burwell, Cambridge, Cambridgeshire",Cambridgeshire,Eastern,England,CB25 0AH,558327,266047,East Cambridgeshire District Council,20/00655/SON,,,,,,20/05/2020,,,,,,,15/07/2020,,,,,,,,52.269787,0.318918,planning,49
,7907,07/02/2021,Pivot Power,Bustleholme Substation,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Western Power Distribution Bus, Woodruff Way, Walsall, West Midlands",West Midlands,West Midlands,England,WS5 4RA,403010,295044,Sandwell Metropolitan Borough Council,DC/20/64437,,,,,,06/07/2020,,,,,,,01/02/2021,,,,01/02/2024,,,,52.553231,-1.957038,planning,49
,7942,27/04/2022,JBM Solar Project,Minety Substation,Battery,Co-located with RE,7941,10,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land Near Minety Substation, Stonehill, Charlton, Malmesbury, ",Wiltshire,South West,England,SN16 9DX,399585,189182,Wiltshire Council,20/03528/FUL,,,,,,27/04/2020,,,,,,,07/04/2022,,,,07/04/2025,,,,51.601478,-2.007388,planning,10
,7946,07/02/2021,Gigabox Developments,Dundee Technology Park,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Operational,Operational,,,"Land At Technology Park, South Road, Dundee, Tayside",Tayside,Scotland,Scotland,DD2 4LX,335237,731592,Dundee City Council,20/00239/FULL,,,,,,30/04/2020,,,,,,,09/10/2020,,,,09/10/2023,,21/06/2021,,56.471983,-3.052845,operation,49
,7966,12/10/2022,Noriker Power,Perserverance Road ,Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7061,"Old School Lane, Hereford, ",Hereford and Worcester,West Midlands,England,HR4 9BP,351122,241621,Herefordshire Council,P200967/F,,,,,,23/03/2020,,,,,,,13/11/2020,,,,13/11/2023,,,,52.070788,-2.714505,planning,20
,7970,21/06/2022,Intelligent Land Investments,Learielaw Farm,Battery,Stand-alone Storage,,29.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Land At Learielaw Farm, Broxburn, Lothian",West Lothian,Scotland,Scotland,EH52 5PG,308286,670876,West Lothian Council,0600/FUL/20,,,,,,05/08/2020,,,,,,,29/10/2020,,,,29/10/2023,,,,55.922188,-3.469178,planning,29
,7983,23/09/2020,Eco-Economix,Park Farm,Battery,Stand-alone Storage,,10,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Park Farm, Hook Street, Lydiard Tregoze, Swindon, Wiltshire",Wiltshire,South West,England,SN5 3NY,410168,184116,Wiltshire Council,18/00952/FUL,,,,,,09/03/2018,,,,,,,03/05/2018,,,,03/05/2021,,,,51.555839,-1.854733,planning,10
,7985,30/07/2021,Amber Infrastructure Group,Unit 5 XL Business Park,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Under Construction,Under Construction,,,"Unit 5, X L Business Park, Statham Road, Skelmersdale, Lancashire",Lancashire,North West,England,WN8 8DY,346649,407589,West Lancashire Borough Council,2017/0968/FUL,,,,,,13/09/2017,,,,,,,18/12/2017,,,,18/12/2020,01/07/2021,,,53.562191,-2.806931,construction,49
,7987,27/05/2022,Bluefield Solar Income Fund,Whitehouse Farm Energy Barn,Battery,Stand-alone Storage,,40,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Whitehouse Farm, Blakes Lane, Guarlford, Malvern,",Hereford and Worcester,West Midlands,England,WR13 6NZ,382225,245650,Malvern Hills District Council,17/01504/FUL,,,,,,03/10/2017,,,,,,,29/11/2017,,,,,,,,52.108888,-2.260957,planning,40
,7988,04/08/2022,Green Hedge,Catsbrain Farm,Battery,Stand-alone Storage,,30,,,,,,,,,,Revised,Revised,11787,,"N/o Kingsdown Road and W/o, Catsbrain Farm, Swindon, ",Wiltshire,South West,England,SN3,417507,189131,Swindon Borough Council,S/17/0979,,,,,,19/06/2017,,,,,,,03/11/2017,,,,03/11/2020,,,,51.600752,-1.748629,planning,30
,7989,30/06/2020,Renewable Energy Systems (RES),Roaring Hill (Resubmission),Battery,Stand-alone Storage,,30,,,,,,,,,,Revised,Revised,9224,,Land To East Of Balsillie Avenue And To The South Of The Limekilns Glenrothes,Fife,Scotland,Scotland,,325451,702300,Fife Council,17/03318/FULL,,,,,,17/10/2017,,,,,,,22/12/2017,,,,22/12/2020,,,,56.207428,-3.203344,planning,30
,8021,07/02/2021,Harbour Energy,National Grid Minety Substation,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"National Grid Minety Substatio, Stonehill, Charlton, Malmesbury, Wiltshire",Wiltshire,South West,England,SN16 9DX,400165,189779,Wiltshire Council,20/07390/FUL,,,,,,28/08/2020,,,,,,,25/01/2021,,,,25/01/2024,,,,51.606846,-1.999013,planning,49
,8033,30/09/2020,Hannahstown BESS,Colinglen Road Battery,Battery,Stand-alone Storage,,49.9,,,,,,,,,,Planning Application Submitted,Application Submitted,,,"Approximately 700m North Of, 28 Colinglen Road, Dunmurry, Belfast, Co Antrim",Co. Antrim,Northern Ireland,Northern Ireland,BT17 0LR,139044,527979,Belfast City Council,LA04/2020/1724/F,,,,,,31/07/2020,,,,,,,,,,,,,,,54.579463,-6.03982,planning,49
,8036,30/09/2020,Harbour Energy,National Grid Axminster Substation,Battery,Stand-alone Storage,,49.9,,,,,,,,,,Planning Application Submitted,Application Submitted,,,"National Grid Axminster Substa, Pound Road, Hawkchurch, Axminster, Devon",Devon,South West,England,EX13 5UJ,334921,98874,East Devon District Council,20/1877/FUL,,,,,,07/09/2020,,,,,,,,,,,,,,,50.785769,-2.924556,planning,49
,8037,26/09/2022,Harbour Energy,National Grid Enderby Substation,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"National Grid Land To North Of, Desford Road, Enderby, Leicester, Leicestershire",Leicestershire,East Midlands,England,LE19 4AD,453205,300460,Blaby District Council,20/0896/FUL,,,,,,28/08/2020,,,,,,,04/02/2021,,,,04/02/2024,,,,52.599334,-1.215904,planning,49
,8039,10/05/2022,JBM Solar Projects 17 Limited,Claydon Farm - Solar Farm & Battery Storage,Battery,Co-located with RE,8038,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Land At Claydon Farm Claydon Tewkesbury ,Gloucestershire,South West,England,GL20 7BH,393239,231474,Tewkesbury Borough Council,21/00259/FUL,,,,,,21/01/2021,,,,,,,17/12/2021,,,,17/12/2026,,,,51.981684,-2.099851,planning,49
,8055,05/01/2023,Noriker Power,Welkin Mill,Battery,Stand-alone Storage,,49.9,,,,,,,,,,Revised,Revised,12982,7832,"Welkin Mill, Welkin Road, Bredbury, Stockport, Greater Manchester",Greater Manchester,North West,England,SK6 2BH,391156,391424,Stockport Metropolitan Borough Council,DC/077298,,,,,,24/08/2020,,,,,,,,,,,,,,,53.419541,-2.134538,planning,49
,8085,27/09/2021,Novus Renewable Services,Moston Vale,Battery,Stand-alone Storage,,10,No,,,,,,,,,Under Construction,Under Construction,,,"Land To The South West Of, Moston Vale, Manchester, Greater Manchester",Greater Manchester,North West,England,M40 9GJ,386333,400969,Manchester City Council,127629/FO/2020,,,,,,31/07/2020,,,,,,,24/11/2020,,,,24/11/2023,31/07/2021,,,53.505231,-2.207526,construction,10
,8096,12/01/2021,Intelligent Land Investments Group,"Torrdhuin, Auchteraw Battery Storage Facility",Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Land 325M SW Of Torrdhuin,Highland,Scotland,Scotland,PH32 4BT,234761,807618,Highland Council,20/04565/FUL,,,,,,18/11/2020,,,,,,,,,,,,,,,57.129676,-4.731558,planning,49
,8099,30/09/2020,Gerard Hall Energy,SHB Hire Ltd,Battery,Stand-alone Storage,,20,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"SHB Hire Ltd, Mill Lane, Nursling, Southampton, Hampshire",Hampshire,South East,England,SO16 0YE,435716,115835,Test Valley Borough Council,19/02772/FULLS,,,,,,26/11/2019,,,,,,,13/05/2020,,,,13/05/2023,,,,50.940857,-1.493036,planning,20
,8105,22/01/2021,Shires Hamilton,Blackpark Energy Storage,Battery,Stand-alone Storage,,30,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,7226,"Black Park Farm, Nairn,",Highland,Scotland,Scotland,IV12 5HY,289892,855084,Highland Council,20/02589/FUL,,,,,,14/07/2020,,,,,,,15/12/2020,,,,15/12/2023,,,,57.572357,-3.842632,planning,30
,8142,12/12/2022,Capbal,Loudwater Battery Storage Site,Battery,Stand-alone Storage,,40,No,,,,,,,,,Revised,Revised,11993,,"Derehams Farm, Derehams Lane, Loudwater, High Wycombe, Buckinghamshire",Buckinghamshire,South East,England,HP10 9RR,490756,191113,Wycombe District Council,18/07600/FUL,,,,,,05/11/2018,,,,,,,24/05/2019,,,,24/05/2022,,,,51.611543,-0.690723,planning,40
,8155,15/09/2022,Muirhall Energy,Drumcross Battery Storage,Battery,Stand-alone Storage,,49.9,,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Land West Of Mossbank Cottages Drumcross Bathgate,West Lothian,Scotland,Scotland,,305280,667171,West Lothian Council,0114/FUL/18,,,,,,12/02/2018,,,,,,,12/06/2018,,,,12/06/2021,,,,55.888328,-3.515963,planning,49
,8160,02/10/2020,Gresham House Energy Storage,Bloxwich Battery,Battery,Stand-alone Storage,,41,,,,,,,,,,Operational,Operational,,,"UNIT 5, BLOXWICH LANE INDUSTRIAL ESTATE, BLOXWICH LANE, WALSALL, WS2 8TF",West Midlands,West Midlands,England,WS2 8TF,399418,299143,Walsall Council,16/1536,,,,,,30/09/2016,,,,,,,,,,,,01/04/2019,01/07/2019,,52.590088,-2.010024,operation,41
,8195,07/12/2021,Richborough Energy Park Limited,Richborough Energy Park,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Richborough Energy Park,Kent,South East,England,CT13 9NL,633075,162290,Thanet District Council,F/TH/20/1467,,,,,,04/11/2020,,,,,,,09/02/2021,,,,09/02/2024,,,,51.311959,1.343,planning,49
,8213,24/02/2021,Cedar Tech Developments Limited,Lower Dunton Road Battery Storage Facility,Battery,Stand-alone Storage,,28,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Sub Station, Lower Dunton Road, Basildon",Essex,Eastern,England,SS16 6EB,565835,188000,Thurrock Council,20/01491/FUL,,,,,,30/10/2020,,,,,,,05/02/2021,,,,05/02/2024,,,,51.56649,0.39129,planning,28
,8220,07/04/2021,Pathfinder Clean Energy UK Dev Limited,Three Bridges Solar Farm,Battery,Co-located with RE,8219,15,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Three Bridges Solar Farm,Norfolk,Eastern,England,NR20 3EJ,606037,317378,Breckland Council,3PL/2020/1134/F,,,,,,12/10/2020,,,,,,,10/03/2021,,,,,,,,52.714814,1.048917,planning,15
,8248,02/08/2021,Whirlwind Renewables,"Platchaig House, Kilmorack - Battery Storage Facility",Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,410m Sw/O Platchaig House,Highland,Scotland,Scotland,IV4 7AL,249707,844935,Highland Council,21/03353/FUL,,,,,,16/07/2021,,,,,,,,,,,,,,,57.469701,-4.507613,planning,49
,8249,12/01/2021,Anesco Limited,Brentwood nergy Storage System,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Hutton Country, Park Wash Road, Hutton",Essex,Eastern,England,CM13,563490,196135,Brentwood Borough Council,20/01800/FUL,,,,,,07/12/2020,,,,,,,24/06/2021,,,,21/05/2024,,,,51.640257,0.361277,planning,49
,8264,12/01/2021,British Solar Renewables,Newlands Farm Battery Storage Facility Phase 2,Battery,Stand-alone Storage,,40,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Newlands Farm,Hampshire,South East,England,PO14 1BL,457038,104031,Fareham Borough Council,P/20/1562/FP,,,,,,14/12/2020,,,,,,,26/01/2021,,,,26/01/2024,,,,50.83301,-1.191431,planning,40
,8268,21/06/2022,Tag Energy UK,Lakeside Energy Storage Facility,Battery,Stand-alone Storage,,99.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Off New Road,North Yorkshire,Yorkshire and Humber,England,YO8 8FP,466754,426733,Selby District Council,2020/1357/FULM,,,,,,17/12/2020,,,,,,,06/05/2021,,,,06/05/2024,,,,53.732727,-0.989589,planning,99
,8269,12/01/2021,Conrad Energy (Developments) Limited,Guildford Road Battery Storage Facility,Battery,Stand-alone Storage,,14,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,W/O Guildford Road,Surrey,South East,England,GU6 8PA,504538,140234,Waverley Borough Council,WA/2020/1937,,,,,,10/11/2020,,,,,,,,,,,,,,,51.151827,-0.506714,planning,14
,8271,12/01/2021,Peak Gen Power,Gerrards Cross Sewage Treatment Works,Battery,Stand-alone Storage,,20,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Gerrards Cross Sewage Treatment Works,Buckinghamshire,South East,England,SL9 7BE,501886,187645,South Bucks District Council,PL/20/4234/FA,,,,,,23/12/2020,,,,,,,,,,,,,,,51.57847,-0.531047,planning,20
,8278,12/01/2021,EDF Energy Thermal Generation Limited,Cottom Power Station,Battery,Stand-alone Storage,,50,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Cottam Power Station,Nottinghamshire,East Midlands,England,DN22 0EU,481298,379186,Bassetlaw District Council,20/01288/CTP,,,,,,13/10/2020,,,,,,,,,,,,,,,53.303393,-0.781494,planning,50
,8283,15/07/2022,Native River Limited,Capenhurst Lane,Battery,Stand-alone Storage,,57,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Adj Electricity Substation,Cheshire,North West,England,CH66 2HD,336992,374628,Cheshire West and Chester Council,20/04767/FUL,,,,,,17/12/2020,,,,,,,16/04/2021,,,,16/04/2024,,,,53.264888,-2.946107,planning,57
,8342,21/02/2022,Scottish Power Renewables,"Whitelees Hydrogen Production Facility, Solar Farm & Battery Storage",Battery,Co-located with RE,8341 & 9076,50,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Eaglesham,Strathclyde,Scotland,Scotland,G76 0QQ,252887,649022,Scottish Government (S36),ECU00002198,,,,,,17/04/2021,,,,,,,,,,,,,,,55.712239,-4.343163,planning,50
,8358,14/03/2022,Low Carbon Storage,"Park Farm, Herongate Solar Photovoltaic PV Farm",Battery,Co-located with RE,8357,49.9,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,"Park Farm, Dunton Road, Brentwood",Essex,Eastern,England,CM13 3SG,564727,190583,Brentwood Borough Council,21/00834/FUL,,,,,,07/05/2021,,,,,,,23/12/2021,,,,23/12/2024,,,,51.590019,0.376529,planning,49
,8368,28/04/2021,Whirlwind Renewables,Old Gallows Road - Battery storage,Battery,Stand-alone Storage,,49.9,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,Old Gallows Road,Perthshire,Scotland,Scotland,PH1,308124,723734,Perth and Kinross Council,21/00235/FLM,,,,,,14/04/2021,,,,,,,,,,,,,,,56.396899,-3.49004,planning,49
,8385,21/12/2022,Peak Reserve Power Limited / Centrica / Cragside,Farburn Place - Energy Storage Facility,Battery,Stand-alone Storage,,30,No,,,,,,,,,Planning Permission Granted,Awaiting Construction,,,Place Dyce,Grampian,Scotland,Scotland,AB21 7GP,388554,812466,Aberdeen City Council,210665/DPP,,,,,,13/05/2021,,,,,,,30/09/2021,,,,30/09/2024,,,,57.202831,-2.191083,planning,30
,8430,24/02/2022,Walker & Son (Hauliers) Limited,Kirkhaw Lane Battery Storage,Battery,Stand-alone Storage,,32,No,,,,,,,,,Revised,Revised,10145,7149,Kirkhaw Lane Knottingley ,West Yorkshire,Yorkshire and Humber,England,WF11 8RD,447904,424901,Wakefield Council,21/00180/FUL,,,,,,25/01/2021,,,,,,,29/04/2021,,,,,,,,53.71833,-1.275579,planning,32
,8434,02/03/2021,Penso Power,Minchens Lane Battery Storage Facility,Battery,Stand-alone Storage,,100,No,,,,,,,,,Planning Application Submitted,Application Submitted,,,OS Ref 464762 159811 Minchens Lane Bramley ,Hampshire,South East,England,RG26,465106,159562,Basingstoke and Deane Borough Council,21/00349/FUL,,,,,,29/01/2021,,,,,,,,,,,,,,,51.331436,-1.066893,planning,100
,8439,21/10/2022,Sizing John Limited,National Grids Rainhill Substation Battery storage facility,Battery,Stand-alone Storage,,57,No,,,,,,,,,Revised,Revised,11559,,�Land To The South Of National Grid's Rainhill Substation Lea Green Road Sutton Manor St Helens ,Merseyside,North West,England,WA9 4QH,351018,391685,St Helens Council,P/2021/0094/FUL,,,,,,02/02/2021,,,,,,,07/06/2021,,,,07/06/2024,,,,53.419678,-2.738489,planning,57
,8455,12/01/2022,Vox Burns Limited,Trondheim Way Battery energy storage,Battery,Stand-alone Storage,,80,No,,,,,,,,,Under Construction,Under Construction,,,Land At Trondheim Way Stallingborough,North East Lincolnshire,Yorkshire and Humber,England,DN37 8FD,520507,413759,North East Lincolnshire Council,DM/0120/21/FUL,,,,,,17/02/2021,,,,,,,14/05/2021,,,,,01/09/2021,,,53.606539,-0.180157,construction,80
